10d5cd6e-37ea-4478-ac11-8dc30e91f399,493-25-1528,Job,272.62,467.48,731
aec757e3-8842-4dd7-a3f2-0fd97a11a2ca,147-93-9982,Bitwolf,397.09,231.04,229
b20ea339-5503-41ed-b4df-2c083822a521,422-25-7773,Zamit,453.17,179.07,361
2c0788c8-5290-4ba1-a56a-1db0221c3077,886-52-4116,Tin,137.36,487.71,911
64f7b01a-f2c1-4439-8b6d-04198fbc0eac,474-42-7025,Viva,451.91,352.6,815
77f98da5-26f2-4d8e-918a-8f841539a58e,287-95-4683,Gembucket,111.24,322.57,769
e6ed6c1e-b58c-4bca-bf16-b5e8ba9a1223,291-06-7512,Temp,196.99,282.75,819
7b788fc8-631a-4b05-83b9-ef332dcb69e3,350-66-8389,Andalax,429.52,168.38,852
4e3763b5-7f18-4a80-a65b-b54760df262f,519-40-8152,Prodder,398.95,27.0,590
f388f9d1-eacc-4009-9c94-011e3f1db51c,789-99-5623,Fixflex,60.02,454.32,439
b3894e87-d0a3-47c0-9a27-ec78fff853b5,221-52-3620,Tampflex,170.47,261.33,647
774b8458-79ef-47ad-9d09-7693d81d8761,503-87-9060,Flowdesk,203.96,267.41,443
b917ca93-725e-4139-b020-554da17300b6,090-68-5712,Veribet,385.05,22.18,735
dc11de4b-27ae-4383-90a7-7191f9f34992,362-69-1416,Redhold,385.99,41.42,477
29c56c27-530b-456e-bdb2-8201796f94d2,537-52-9534,Alpha,236.51,477.6,270
74ec97f8-8256-4da9-87bb-c8a371adc030,258-85-8482,Opela,79.72,237.21,257
ee1fc7f4-0a97-4f58-a87b-926e5a8edc26,771-24-5722,Ventosanzap,379.51,116.63,646
fe54dc8b-6f17-4b4d-a17a-60b774699c5e,543-42-5170,Hatity,405.47,301.5,895
30d4ce23-902c-48e7-adf8-d7c969e09edf,413-03-0030,Ventosanzap,178.93,489.46,247
0a50c6e7-cfdf-445e-8aba-2881df4f782c,664-73-3559,Y-find,420.16,300.35,330
72341f19-8ead-4698-a553-af8e4f38e1a0,690-99-9917,Sonsing,271.16,259.3,740
85770373-c7a9-4000-a606-38a916e60352,075-07-1161,Namfix,143.73,222.93,725
db7c5a1e-8082-481f-bf0d-d15925a9ce92,794-79-7079,Viva,125.94,495.32,930
89520452-6192-42ff-a689-36a71d362aef,623-58-8125,Matsoft,126.95,489.95,618
af4bf425-fef6-4839-a837-3a25fc8e5761,487-36-8636,Domainer,158.33,161.32,435
e87b7563-d4f1-48e2-ad4f-fbc033a08979,217-58-4636,It,395.87,446.25,145
b90e506f-49e9-4b25-b100-f963d35ab3b3,859-67-7607,Alpha,340.04,378.51,365
b7e1c632-7953-4488-a638-c105bd84b547,763-63-1546,Opela,230.46,122.79,217
3144e186-df88-4773-8e7c-e6b6cefe459f,369-20-2119,Toughjoyfax,75.78,327.98,917
ffe08237-edcc-47d3-ad35-126cc8b34bc9,376-65-5746,Bitchip,187.67,381.0,481
ebd246bb-cc0e-4a37-b8ea-a75fc762e145,581-27-2293,Lotstring,261.69,106.73,592
e81a22ee-1922-443d-b39f-abf314447779,646-87-4758,Treeflex,464.92,39.2,707
84ac3545-a26b-4f7a-9f9a-48ebaa4d6746,253-16-3579,Y-Solowarm,273.37,60.23,501
077b241b-13a7-41e3-a708-11871d4c361a,125-90-9921,Wrapsafe,478.97,100.33,210
74ccb92b-eb5d-4663-9502-4a0b076e3509,688-58-2596,Zamit,157.69,235.93,838
81144fe1-a5bd-47db-aa3f-d41643298161,662-82-9737,Mat Lam Tam,137.11,340.85,700
10d5cdd2-8359-4f3e-85a7-0087967f4dcd,523-59-7468,Vagram,42.67,406.91,375
39282cec-0a28-43f8-9bae-23f6e61c9e40,740-49-7012,Fixflex,470.3,225.83,251
c6a11434-a034-448a-a4c7-c7340c50f402,676-34-2163,Lotstring,291.24,156.73,191
42df5cf3-6996-4644-994f-307e506e10c7,771-57-4542,Zaam-Dox,162.51,219.46,463
aec1f11e-033f-46de-8adc-b175a437815a,852-37-2228,It,129.52,200.55,472
6be23021-73c5-45aa-8466-757cb2afc2f8,638-01-2917,Duobam,437.67,433.69,79
c833667c-e5a4-47cc-9f68-fc7cc44006bb,232-08-8866,Bitchip,347.48,438.81,730
01471dde-57a0-4c59-ac1a-3a5bdf4240eb,580-53-9889,Voltsillam,218.07,490.56,316
006972e0-05bd-4a18-9df8-d224e6eaac61,405-36-6354,Flowdesk,290.97,337.41,616
d0205674-d7e9-41ff-aa86-e7759656f99e,552-82-6370,Transcof,317.14,219.97,808
57515f61-1672-4527-828d-882dd1fb9eb6,453-90-9073,Veribet,392.44,148.15,537
